Address,City-State-Zip,Neighborhood,Bed-bath,Offer-price,Co-owners,Monthly-cost,Tax-savings,Down-payment,Description,Agent,Gallery-url,Success,source_url,source_Address,source_City-State-Zip,source_Neighborhood,source_Bed-bath,source_Offer-price,source_Co-owners,source_Monthly-cost,source_Tax-savings,source_Down-payment,source_Description,source_Agent,source_Gallery-url,,lat,lng
3912-3914 Cesar Chavez St,"San Francisco, CA, 94131-2004",Neighborhood: Noe Valley,"2 bd, 1 ba","$1,695,000 ",2,$604 ,"$3,850 ","$211,875 ","On the market for the first time in almost fifty years, these well-kept units on a deep, oversized lot offer many possibilities to both investors and owner-occupants.     Each of these sunny full-floor flats has soaring ceilings, hardwood floors, original period details and spacious floor plans boasting two generous bedrooms, large eat-in kitchens and in-unit laundries. The upper unit is vacant, the lower flat is rented at $3,800/month.     The deep, sunny garden's  plantings include an  apple tree, citrus trees, grape vines and berries. The very large garage has parking for two cars, abundant storage space and may have expansion potential. Very convenient to Noe Valley's shops and cafes, shuttle stops and I-280.","Listing provided by Adam D Filly, Paragon Coml. Brokerage, Inc",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=318397,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/3912-3914-Cesar-Chavez-St-94131/d890aa2e61c9e09d25f1,,,,,,,,,,,,,,37.7478332,-122.4275802
55 Ora Way #308B,"San Francisco, CA, 94131",Neighborhood: Diamond Heights,"2 bd, 1 ba","$341,794 ",2,$641 + $290 (HOA),"$3,709 ","$17,090 ","Diamond Heights -Two Bedroom Top Floor, Corner Unit with Bay Views - This is a Below Market Rate Unit and is available through the Mayor's Office of Housing and Community Development (MOHCD)& subject to resale controls, monitoring & other restrictions. This unit must be purchased by a First Time Home Owner and a 2 person or more household. Maximum Income for 2 people = $103,400, Maximum Income for 3 people= $116,350, Maximum Income for 4 people =$129,250, Maximum Income for 5 people =$139,550. For information & application: www.sfmohcd.org. A Fair Housing Opportunity. Completed Application,loan pre-approval letter,homebuyer education certificate & SF Purchase agreement due 1/10/2017 at Coldwell Banker- 2633 Ocean Avenue, S.F., CA 94132","Listing provided by Rita J Mazzei, Coldwell Banker Res. R.E. Svcs",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=321543,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/55-Ora-Way-308B-94131/66e074cc01439dfeb3b3,,,,,,,,,,,,,,37.7413382,-122.4369862
888 7th St #207,"San Francisco, CA, 94107",Neighborhood: Potrero Hill,"2 bd, 1 ba","$357,001 ",2,$670 + $250 (HOA),"$3,874 ","$17,850 ","2 bedrooms Below Market Rate unit. Must be 1st-time homebuyer & income eligible. Maximum income for 2 people = $86,150; 3 = $96,950; 4 = $107,700, etc. Application, loan pre-approval, homebuyer education certificate and SF Purchase Contract due on 10/12/16 @ Realtor's office. Application at www.sfmohcd.org. Please contact Realtor for more info. Unit available thru the Mayor's Office of Housing and Community Development(MOHCD) & subject to resale controls, monitoring & other restrictions. See sfmohcd.org for program info.  Fair housing opportunity.      Upgraded wood flooring through out the unit and updated tile flooring in bathroom.","Listing provided by Robin Liu, Century 21 Realty Alliance Fine Homes and Estates",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=319240,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/888-7th-St-207-94107/2c03538a9b1ed47fddf6,,,,,,,,,,,,,,37.770553,-122.4004052
41 Kiska Rd,"San Francisco, CA, 94124",Neighborhood: Bayview,"2 bd, 2 ba","$375,623 ",2,$705 + $200 (HOA),"$4,076 ","$18,781 ","41 Kiska - 2 Bedroom 2 Bath Below Market Rate Townhome at Candlestick View.  Must be 1st-time homebuyer & income eligible. Maximum income for 2 people = $86,150; 3 = $96,950; 4 = $107,700, etc. See sfmohcd.org for additional program info.  Gated access.  Large walk-in closet.  Dual sinks in upstairs bathroom with separate shower/toilet area.  Parking for multiple vehicles.  Deck off grand room.  Spectacular views.  Application, loan pre-approval, homebuyer education certificate and SF Purchase Contract due December 9th 5PM.  Unit available thru the Mayor's Office of Housing and Community Development (MOHCD) & subject to resale controls, monitoring & other restrictions.","Listing provided by Gina W Tse, Real Estate Revolution",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=321142,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/41-Kiska-Rd-94124/e5883e35c8c0d61b46eb,,,,,,,,,,,,,,37.730213,-122.378984
2916 Arelious Walker Dr #6,"San Francisco, CA, 94124",Neighborhood: Bayview,"2 bd, 1 ba","$447,313 ",2,$839 + $100 (HOA),"$4,854 ","$22,366 ","3 level, 2 bedroom 1 bath affordable Below Market Rate (BMR) unit in gated complex. Open floor plan with vaulted ceilings. One car garage. Must be first-time homebuyer & income eligible. Maximum income for 2 people=$86,150; 3=$96,950; 4=$107,700, 5= $116,300; etc.. Single buyers are NOT eligible, no rentals/investors. Application, loan pre approval, homebuyer education certificate and SF Purchase Contract DUE 2/2 by 5 pm @ Realtor's office. Lottery held at MOHCD on 2/17 at 3 p.m. Application at www.sfmohcd.org Unit available thru the Mayor's Office of Housing subject to resale controls/monitoring & other restrictions. See www.sfmohcd.org for program info. Fair housing opportunity","Listing provided by Ming S Li, Prime Metropolis Prop., Inc.",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=321677,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/2916-Arelious-Walker-Dr-6-94124/e17c07f3a42e96bede0d,,,,,,,,,,,,,,37.7173078,-122.3861771
855 Folsom St #342,"San Francisco, CA, 94107",Neighborhood: Yerba Buena,"2 bd, 1 ba","$466,125 ",2,$874 + $231 (HOA),"$5,058 ","$23,306 ","2 Bedroom Below Market Rate at NEW 120% AMI!   Must be 1st-time homebuyer & income eligible. Application, loan pre-approval, homebuyer education certificate and SF Purchase.  Application at www.sfmohcd.org. Pls contact Realtor for more info. Unit available thru the Mayor's Office of Housing and Community Development & subject to resale controls, monitoring & other restrictions. See sf-moh.org for program info. Awarded Modern 2 Bedroom, 1 Full Bath with laminate wood floors and a large private deck! Great Location overlooking San Francisco!  Fair Housing Opportunity. Just steps away from Wholefoods, Metreon and Yerba Buena. Most prestigious and exclusive lofts in San Francisco.  120% Income is 1 person @ $90,500, 2 @ $103,400, 3 @ $116,350.","Listing provided by Michael Broermann, Group MB",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=321405,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/855-Folsom-St-342-94107/5079e230cf2240641bc5,,,,,,,,,,,,,,37.7807737,-122.4021633
270 Valencia St #401,"San Francisco, CA, 94103",Neighborhood: Mission Dolores,"2 bd, 1 ba","$482,825 ",2,$906 + $310 (HOA),"$5,239 ","$24,141 ","Gorgeous 2-bdrm, 1-bath BMR condo on Valencia Corridor, w great retail, bars, restaurants, & Dolores Park nearby. Open floor plan, kitchen flows into dining/LR, w/ wood floors. Bedrooms carpeted & bathrm w newly refinished tub. 2015 Bosch W/D. Deeded pking.  Must be 1st-time homebuyer & income eligible. Max income for 2 people=$86,150; 3=$96,950; 4=$107,700; 5=$116,300.  Application, loan pre-approval, homebuyer education certificate and SF Purchase Contract due by 5pm on 12/01/16 @ Vanguard Properties, 555 Castro St. Application at www.sfmohcd.org. Pls contact Realtor for more info. Unit available thru the MOH & subject to resale controls, monitoring & other restrictions. See sf-moh.org for program info. Fair Housing Opportunity.","Listing provided by James P Touchstone, Vanguard Properties",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=320952,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/270-Valencia-St-401-94103/1e13753952d51d4337d4,,,,,,,,,,,,,,37.7685554,-122.4225153
126 Dolphin Ct,"San Francisco, CA, 94124",Neighborhood: Hunters Point,"2 bd, 1 ba","$489,000 ",2,$917 + $170 (HOA),"$5,306 ","$24,450 ",Freshly updated 2bd/1ba flat located in one of San Francisco's fastest growing neighborhoods.  Entire unit has new wood laminate flooring throughout and new shingle siding. Great layout with large closets and ample storage space. Sunny and private back yard with large storage shed.  1-car assigned parking and separate entrance and walkway onto Donahue Street.  Well-located near public transportation.  Bring your buyers and come see this ultra-clean unit.  Now is the time to invest!,"Listing provided by David J Corwin, Fusion Real Estate Network",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=320096,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/126-Dolphin-Ct-94124/2c5a472b142c787d1fdc,,,,,,,,,,,,,,37.7282089,-122.371007
218 Grafton Ave,"San Francisco, CA, 94112",Neighborhood: Ingleside,"2 bd, 1 ba","$499,000 ",2,$936 ,"$5,415 ","$24,950 ","Consider this single family home as an alternative to a condo. Top floor has a large living room, 2 bedrooms and an eat-in kitchen. Bathroom is located off the kitchen. Lower level which may be unwarranted has a room which has been used as a bedroom, a bath, and laundry room. Garage is a 1 car space. Large north facing fenced yard.","Listing provided by Jim L Laufenberg, Coldwell Banker",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=321932,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/218-Grafton-Ave-94112/7432dd73e8e0bdcba1c3,,,,,,,,,,,,,,37.720255,-122.455537
212 Howth St,"San Francisco, CA, 94112-2416",Neighborhood: Ingleside,"2 bd, 1 ba","$499,000 ",2,$936 ,"$5,415 ","$24,950 ","Contractors Special!! 2 bedroom 1 bath with unwarranted room with separate entrance close to City College, Freeway I-280 Transportation, Resturants and coffee shops!!  ready for new buyer to bring home back to its natural beauty! Must See!!","Listing provided by Norma Borja, Zephyr Real Estate",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=318552,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/212-Howth-St-94112/b86359e1c82ce68c4b66,,,,,,,,,,,,,,37.7206831,-122.4512892
28 Redondo St,"San Francisco, CA, 94124",Neighborhood: Bayview,"2 bd, 2 ba","$499,000 ",2,$936 ,"$5,415 ","$24,950 ","Priced to Sell! Welcome to 28 Redondo! Two bedroom two baths on a big lot.  On the main level is the living room, dining room, kitchen, bathroom and bedroom.  On the upper level there is another bedroom with a bath with a view!!  This is currently rented and is a great opportunity for investors.","Listing provided by Sharon X Kong, Coldwell Banker Res. R.E. Svcs",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=318444,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/28-Redondo-St-94124/373144ef1afca2a1c40d,,,,,,,,,,,,,,37.718347,-122.392583
1335 Laguna St #6,"San Francisco, CA, 94115",Neighborhood: Western Addition,"2 bd, 1 ba","$499,000 ",2,$936 + $373 (HOA),"$5,415 ","$24,950 ","This rarely available top-floor 2BD/1BA St Francis Square Coop is located in the heart of San Francisco just steps from Fillmore Street, Japan Town and Pacific Heights shopping, dining and transit. The bright, airy unit boasts a big living room/dining room combo with adjoining West-facing deck for lots of afternoon sun, an efficient galley kitchen, two ample BDs tucked away from the main living space, and a BA ready for a new owner's personal touches. This is a well-maintained complex that features lovely green space, updated entryways and HOA dues that include all utilities and insurance. For the location, amenities and price, this is a must see!","Listing provided by Andrew de Vries, Berkshire Hathaway-Franciscan",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=321679,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/1335-Laguna-St-6-94115/c3b06cc85ad9de1b5eb3,,,,,,,,,,,,,,37.7834886,-122.4278332
1676 Wallace Ave,"San Francisco, CA, 94124",Neighborhood: Bayview,"2 bd, 1 ba","$500,000 ",2,$938 + $84 (HOA),"$5,425 ","$25,000 ","Great opportunity to own this charming condo, 2nd floor corner unit with garden views. Quaint building, unit has great potential and is centrally located, close to all with parking included.","Listing provided by Alan Parikh, Dream House Investments",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=321501,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/1676-Wallace-Ave-94124/7d10c907a06fd43257dd,,,,,,,,,,,,,,37.728465,-122.39232
205 Salinas Ave,"San Francisco, CA, 94124",Neighborhood: Bayview Heights,"2 bd, 1 ba","$529,000 ",2,$992 ,"$5,740 ","$26,450 ","Welcome home to 205 Salinas! This cozy single family dwelling offers 2 bedrooms and 1 bath, living room, eat-in kitchen with granite counter tops and stainless steel appliances, laundry room, and panoramic views. This property boasts 2 oversized yards, with unlimited potential. Enjoy your morning cup of coffee as the sun rises on your private patio, that can be accessed from the first bedroom. Great location. Walking distance to the shops and restaurants on San Bruno Ave. Easy access to 280 and 101, and public transportation.","Listing provided by Michelle K Pender, Paragon Real Estate Group",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=320529,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/205-Salinas-Ave-94124/09bcecf62bc43259229d,,,,,,,,,,,,,,37.7210309,-122.3985833
239 Arleta Ave,"San Francisco, CA, 94134",Neighborhood: Visitacion Valley,"2 bd, 1 ba","$529,999 ",2,$994 ,"$5,751 ","$26,500 ","Great fixer potential in the developing neighborhood of Visitacion Valley. This property is set back from the street and has plenty of beautiful frontage to add on and maximize the profits on a flip, or hold it and watch your equity grow while you cash flow. Kitchen needs remodeling and is a blank slate. Beautiful hardwood floors and the master bathroom is turnkey. Plenty of storage in the loft area. Minimal work needed to get this property back to its original glory. Close to transportation, shops, and the freeway, but is nestled away in a quiet and mature neighborhood. More pics to be posted by 11/12.","Listing provided by Matt J Aitchison, Keller Williams Realty",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=320930,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/239-Arleta-Ave-94134/ae8d1c558dfa912bcd2c,,,,,,,,,,,,,,37.7139049,-122.407635
1151 Plymouth Ave,"San Francisco, CA, 94112",Neighborhood: Ingleside,"2 bd, 1 ba","$545,000 ",2,"$1,022 ","$5,914 ","$27,250 ","Contractor's special. Needs completely renovation or rebuild. Cash offer only.  Probate Sale sold AS-IS. ***Please drive by only.  No show until open house on 11/26/16 from 1-4PM****Conveniently located, close to Freeway****","Listing provided by Lita So, REALTY EXPERTS",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=321152,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/1151-Plymouth-Ave-94112/24722471013bca32c725,,,,,,,,,,,,,,37.7229226,-122.4563504
400 Alemany Blvd #1,"San Francisco, CA, 94110",Neighborhood: Bernal Heights,"2 bd, 1.5 ba","$575,000 ",2,"$1,079 + $169 (HOA)","$6,239 ","$28,750 ","This Townhouse-style home features two bedrooms, one full bath and a powder room. Nicely updated kitchen with stainless steel appliances, granite counters, ample storage and bar seating. Bamboo floors throughout, small patio with private washer/dryer. HOA benefits include dog-run! Walk to famous Alemany Farmer's Market, Alemany Farm Community Garden, Cortland shops (5 blocks) and St. Marys' Playground (10 minutes). Easy 101/280 freeway access, the #23, #67 and #9 MUNI lines run nearby, each stopping at a BART station.","Listing provided by Amanda Sharp, Paragon Real Estate Group",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=319335,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/400-Alemany-Blvd-1-94110/747b686efc50184c0c5a,,,,,,,,,,,,,,37.7331285,-122.41458
